Sample in Buffer,Sample in Window,TRIGGER,CU_Integration_sim_i/system_ila_4/inst/probe0_1[15:0],CU_Integration_sim_i/system_ila_4/inst/net_slot_0_axis_tdata[63:0],CU_Integration_sim_i/system_ila_4/inst/net_slot_0_axis_tkeep[7:0],CU_Integration_sim_i/system_ila_4/inst/net_slot_0_axis_tvalid,CU_Integration_sim_i/system_ila_4/inst/net_slot_0_axis_tready,CU_Integration_sim_i/system_ila_4/inst/net_slot_0_axis_tlast,CU_Integration_sim_i/system_ila_4/inst/net_slot_1_axis_tdata[63:0],CU_Integration_sim_i/system_ila_4/inst/net_slot_1_axis_tvalid,CU_Integration_sim_i/system_ila_4/inst/net_slot_1_axis_tready,CU_Integration_sim_i/system_ila_4/inst/net_slot_1_axis_tlast,CU_Integration_sim_i/system_ila_4/inst/net_slot_2_axis_tdata[63:0],CU_Integration_sim_i/system_ila_4/inst/net_slot_2_axis_tvalid,CU_Integration_sim_i/system_ila_4/inst/net_slot_2_axis_tready,CU_Integration_sim_i/system_ila_4/inst/net_slot_2_axis_tlast,CU_Integration_sim_i/system_ila_4/inst/net_slot_3_axis_tdata[63:0],CU_Integration_sim_i/system_ila_4/inst/net_slot_3_axis_tvalid,CU_Integration_sim_i/system_ila_4/inst/net_slot_3_axis_tready,CU_Integration_sim_i/system_ila_4/inst/net_slot_3_axis_tlast,CU_Integration_sim_i/system_ila_4/inst/net_slot_4_axis_tdata[63:0],CU_Integration_sim_i/system_ila_4/inst/net_slot_4_axis_tvalid,CU_Integration_sim_i/system_ila_4/inst/net_slot_4_axis_tready,CU_Integration_sim_i/system_ila_4/inst/net_slot_4_axis_tlast,CU_Integration_sim_i/system_ila_4/inst/net_slot_5_axis_tdata[63:0],CU_Integration_sim_i/system_ila_4/inst/net_slot_5_axis_tvalid,CU_Integration_sim_i/system_ila_4/inst/net_slot_5_axis_tready,CU_Integration_sim_i/system_ila_4/inst/net_slot_5_axis_tlast,Interface_(i5:s0)_(newset2_configs_0_data_out)[2:0],Interface_(i5:s1)_(BBU_config_manager_0_ORAN_index_V_V)[2:0],Interface_(i5:s2)_(BBU_config_manager_0_ORAN_V_V)[2:0],Interface_(i5:s3)_(config_manager_oran_0_beam_data_V_V)[2:0],Interface_(i5:s4)_(S_AXIS1_2)[2:0],Interface_(i5:s5)_(config_manager_oran_0_C_PLANE_V_V)[2:0],T_Channel_(i5:s0)_(newset2_configs_0_data_out)[2:0],T_Channel_(i5:s1)_(BBU_config_manager_0_ORAN_index_V_V)[2:0],T_Channel_(i5:s2)_(BBU_config_manager_0_ORAN_V_V)[2:0],T_Channel_(i5:s3)_(config_manager_oran_0_beam_data_V_V)[2:0],T_Channel_(i5:s4)_(S_AXIS1_2)[2:0],T_Channel_(i5:s5)_(config_manager_oran_0_C_PLANE_V_V)[2:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
1722,1722,0,45646,70090a2200800000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200800000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1723,1723,0,45647,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1724,1724,0,45648,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1725,1725,0,45649,70100208e0300000,ff,1,1,0,70090a2200800000,0,1,0,70100208e0300000,1,1,0,70090a2200800000,0,1,0,70090a2200800000,1,1,0,70090a2200800000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1726,1726,0,45650,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1727,1727,0,45651,70090a2200800000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200800000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1728,1728,0,45652,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1729,1729,0,45653,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1730,1730,0,45654,70100208e0300000,ff,1,1,0,70090a2200800000,0,1,0,70100208e0300000,1,1,0,70090a2200800000,0,1,0,70090a2200800000,1,1,0,70090a2200800000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1731,1731,0,45655,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1732,1732,0,45656,70090a2200900000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200800000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1733,1733,0,45657,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1734,1734,0,45658,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1735,1735,0,45659,70100208e0300000,ff,1,1,0,70090a2200800000,0,1,0,70100208e0300000,1,1,0,70090a2200800000,0,1,0,70090a2200800000,1,1,0,70090a2200800000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1736,1736,0,45660,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1737,1737,0,45661,70090a2200900000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200800000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1738,1738,0,45662,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1739,1739,0,45663,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1740,1740,0,45664,70100208e0300000,ff,1,1,0,70090a2200800000,0,1,0,70100208e0300000,1,1,0,70090a2200800000,0,1,0,70090a2200800000,1,1,0,70090a2200800000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1741,1741,0,45665,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1742,1742,0,45666,70090a2200900000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200800000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1743,1743,0,45667,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1744,1744,0,45668,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1745,1745,0,45669,70100208e0300000,ff,1,1,0,70090a2200800000,0,1,0,70100208e0300000,1,1,0,70090a2200800000,0,1,0,70090a2200800000,1,1,0,70090a2200800000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1746,1746,0,45670,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1747,1747,0,45671,70090a2200900000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200900000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1748,1748,0,45672,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1749,1749,0,45673,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1750,1750,0,45674,70100208e0300000,ff,1,1,0,70090a2200900000,0,1,0,70100208e0300000,1,1,0,70090a2200900000,0,1,0,70090a2200900000,1,1,0,70090a2200900000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1751,1751,0,45675,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1752,1752,0,45676,70090a2200900000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200900000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1753,1753,0,45677,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1754,1754,0,45678,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1755,1755,0,45679,70100208e0300000,ff,1,1,0,70090a2200900000,0,1,0,70100208e0300000,1,1,0,70090a2200900000,0,1,0,70090a2200900000,1,1,0,70090a2200900000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1756,1756,0,45680,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1757,1757,0,45681,70090a2200900000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200900000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1758,1758,0,45682,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1759,1759,0,45683,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1760,1760,0,45684,70100208e0300000,ff,1,1,0,70090a2200900000,0,1,0,70100208e0300000,1,1,0,70090a2200900000,0,1,0,70090a2200900000,1,1,0,70090a2200900000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1761,1761,0,45685,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1762,1762,0,45686,70090a2200900000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200900000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1763,1763,0,45687,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1764,1764,0,45688,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1765,1765,0,45689,70100208e0300000,ff,1,1,0,70090a2200900000,0,1,0,70100208e0300000,1,1,0,70090a2200900000,0,1,0,70090a2200900000,1,1,0,70090a2200900000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1766,1766,0,45690,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1767,1767,0,45691,70090a2200900000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200900000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1768,1768,0,45692,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1769,1769,0,45693,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1770,1770,0,45694,70100208e0300000,ff,1,1,0,70090a2200900000,0,1,0,70100208e0300000,1,1,0,70090a2200900000,0,1,0,70090a2200900000,1,1,0,70090a2200900000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1771,1771,0,45695,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1772,1772,0,45696,70090a2200a00000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200900000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1773,1773,0,45697,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1774,1774,0,45698,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1775,1775,0,45699,70100208e0300000,ff,1,1,0,70090a2200900000,0,1,0,70100208e0300000,1,1,0,70090a2200900000,0,1,0,70090a2200900000,1,1,0,70090a2200900000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1776,1776,0,45700,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1777,1777,0,45701,70090a2200a00000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200900000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1778,1778,0,45702,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1779,1779,0,45703,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1780,1780,0,45704,70100208e0300000,ff,1,1,0,70090a2200900000,0,1,0,70100208e0300000,1,1,0,70090a2200900000,0,1,0,70090a2200900000,1,1,0,70090a2200900000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1781,1781,0,45705,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1782,1782,0,45706,70090a2200a00000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200900000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1783,1783,0,45707,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1784,1784,0,45708,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1785,1785,0,45709,70100208e0300000,ff,1,1,0,70090a2200900000,0,1,0,70100208e0300000,1,1,0,70090a2200900000,0,1,0,70090a2200900000,1,1,0,70090a2200900000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1786,1786,0,45710,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1787,1787,0,45711,70090a2200a00000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200a00000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1788,1788,0,45712,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1789,1789,0,45713,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1790,1790,0,45714,70100208e0300000,ff,1,1,0,70090a2200a00000,0,1,0,70100208e0300000,1,1,0,70090a2200a00000,0,1,0,70090a2200a00000,1,1,0,70090a2200a00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1791,1791,0,45715,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1792,1792,0,45716,70090a2200a00000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200a00000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1793,1793,0,45717,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1794,1794,0,45718,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1795,1795,0,45719,70100208e0300000,ff,1,1,0,70090a2200a00000,0,1,0,70100208e0300000,1,1,0,70090a2200a00000,0,1,0,70090a2200a00000,1,1,0,70090a2200a00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1796,1796,0,45720,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1797,1797,0,45721,70090a2200a00000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200a00000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1798,1798,0,45722,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1799,1799,0,45723,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1800,1800,0,45724,70100208e0300000,ff,1,1,0,70090a2200a00000,0,1,0,70100208e0300000,1,1,0,70090a2200a00000,0,1,0,70090a2200a00000,1,1,0,70090a2200a00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1801,1801,0,45725,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1802,1802,0,45726,70090a2200a00000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200a00000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1803,1803,0,45727,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1804,1804,0,45728,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1805,1805,0,45729,70100208e0300000,ff,1,1,0,70090a2200a00000,0,1,0,70100208e0300000,1,1,0,70090a2200a00000,0,1,0,70090a2200a00000,1,1,0,70090a2200a00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1806,1806,0,45730,7010050918000000,ff,1,1,0,7010030007200000,0,1,0,7010050918000000,1,1,0,7010030007200000,0,1,0,7010030007200000,1,1,0,7010030007200000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1807,1807,0,45731,70090a2200a00000,ff,1,1,0,7010010721c00000,0,1,0,70090a2200a00000,1,1,0,7010010721c00000,0,1,0,7010010721c00000,1,1,0,7010010721c00000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1808,1808,0,45732,7010030007200000,ff,1,1,0,70100208e0300000,0,1,0,7010030007200000,1,1,0,70100208e0300000,0,1,0,70100208e0300000,1,1,0,70100208e0300000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
1809,1809,0,45733,7010010721c00000,ff,1,1,0,7010050918000000,0,1,0,7010010721c00000,1,1,0,7010050918000000,0,1,0,7010050918000000,1,1,0,7010050918000000,0,1,0,"Active","_","Active","_","Active","_","Stream Beat","_","Stream Beat","_","Stream Beat","_"
